image_name,distance_error,iou
DJI_0008-0.jpg 7.035854482222421405206981287 0.9942397829542119
DJI_0008-1.jpg 4.670998888922169430887139549 0.9924228756990799
DJI_0008-2.jpg 5.631735561932738007840790272 0.9938410847801292
121DJI_0018-0.jpg,2.517402456989517572081047188,0.9934878146224531
121DJI_0018-1.jpg,6.307347695616078209115951802,0.9937438830144505
121DJI_0018-2.jpg,8.898602281388959510507046613,0.9790914306929023
121DJI_0018-3.jpg,3.091847255859964240379863136,0.9924651359503166
121DJI_0018-4.jpg,9.258134575922877959819301107,0.9917478665470403
121DJI_0018-5.jpg,2.106209951075085022436603562,0.9940028004544134
second0097-0.jpg,4.131026886340456588090501555,0.9902536429980745
second0097-1.jpg,25.29080306559483750218062795,0.944597022587269
second0097-2.jpg,2.294439955667629689762128295,0.9875973303670745
DJI_0099-0.JPG,3.135930685963079029645146626,0.9908893631521368
DJI_0099-1.JPG,7.721745538088424103977395529,0.979230994928255
DJI_0180-0.JPG,2.319163062413215999476690372,0.9878293292060923
DJI_0180-1.JPG,2.122146638153129252271427030,0.9926377980975005
DJI_0180-2.JPG,4.124979534572067553519942195,0.9908868575467048
